,Unnamed: 0,steam_appid,name,english,publisher,platforms,genres,average_playtime,median_playtime,owners,price,grade,month,year,economic_success,release_year,release_month,local_multi_player,mmo,multi_player,online_co_op,online_multi_player,single_player,action,adventure,casual,indie,massively_multiplayer,rpg,racing,simulation,sports,strategyviolent
2277,5629,369420,9 Clues 2: The Ward,1.0,Artifex Mundi,windows,Adventure;Casual,177.0,177.0,0.05,6.99,0.9242424242424242,7.0,2015.0,0.52425,2015,7,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2283,5641,369890,Riddled Corpses,1.0,Diabolical Mind,windows,Action;Adventure;Indie;RPG,784.0,784.0,0.02,5.59,0.7297297297297297,6.0,2015.0,0.19565,2015,6,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
2284,5642,369990,"Gremlins, Inc.",1.0,The Merchant Guild of Rund (Limited),windows,Indie;Strategy,193.0,361.0,0.2,14.99,0.854574299312533,3.0,2016.0,5.2465,2016,3,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
2285,5644,370050,Scarab Tales,1.0,Playito.com,windows,Casual;Indie;Strategy,278.0,281.0,0.02,3.99,0.9473684210526316,7.0,2015.0,0.13965,2015,7,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2286,5646,370070,Wyrmsun,1.0,Andrettin,windows,Adventure;Indie;Strategy,11.0,11.0,0.02,0.0,0.8202247191011236,5.0,2015.0,0.0,2015,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2289,5654,370170,Dale Hardshovel HD,1.0,phime studio LLC,windows,Casual;Indie,253.0,259.0,0.02,0.79,0.5769230769230769,9.0,2015.0,0.02765,2015,9,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2291,5661,370310,Tompi Jones,1.0,DreamsSoftGames,windows,Action;Adventure;Casual;Indie,0.0,0.0,0.02,2.79,0.36666666666666653,5.0,2015.0,0.09765,2015,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
2292,5666,370460,Arcana Heart 3 LOVE MAX!!!!!,1.0,Arc System Works,windows,Action,215.0,215.0,0.02,22.99,0.8662420382165605,9.0,2015.0,0.80465,2015,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2296,5684,370770,Holodrive,1.0,Versus Evil,windows,Action;Free to Play;Indie;Early Access,150.0,203.0,0.2,0.0,0.8063157894736842,3.0,2016.0,0.0,2016,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2298,5688,370910,Kathy Rain,1.0,Raw Fury,windows,Adventure;Indie,203.0,313.0,0.1,10.99,0.9324960753532182,5.0,2016.0,1.6485,2016,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2299,5693,371010,Nomad Fleet,1.0,Autarca,windows,Indie;Strategy,0.0,0.0,0.02,3.99,0.6666666666666666,4.0,2016.0,0.13965,2016,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2302,5699,371200,Halcyon 6: Starbase Commander,1.0,"Massive Damage, Inc.",windows,Indie;RPG;Simulation;Strategy,283.0,283.0,0.05,10.99,0.8357371794871795,9.0,2016.0,0.82425,2016,9,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
2303,5700,371210,Gridberd,1.0,Wareberd,windows,Action;Adventure;Indie,219.0,224.0,0.2,4.99,0.4345238095238095,9.0,2015.0,1.7465,2015,9,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2304,5701,371220,VERLIES II,1.0,Koya Game,windows,Adventure;Indie;RPG,0.0,0.0,0.02,3.99,0.5377358490566038,9.0,2015.0,0.13965,2015,9,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
2309,5718,371520,Bounty Train,1.0,Daedalic Entertainment,windows,Indie;Simulation;Strategy,217.0,217.0,0.05,18.99,0.7044334975369458,5.0,2017.0,1.4242499999999998,2017,5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2312,5724,371660,Far Cry® Primal,1.0,Ubisoft,windows,Action;Adventure,949.0,923.0,0.5,41.99,0.761956423469849,2.0,2016.0,31.4925,2016,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2313,5725,371670,Rolling Sun,1.0,Mystik'Art,windows,Adventure;Indie;Strategy,212.0,212.0,0.2,1.59,0.4819277108433735,6.0,2015.0,0.5565,2015,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2315,5732,371890,Gunslugs,1.0,Orangepixel,windows,Action;Indie,0.0,0.0,0.02,3.99,0.7363636363636363,6.0,2015.0,0.13965,2015,6,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2316,5734,371970,Barony,1.0,Turning Wheel LLC,windows,Action;Adventure;Indie;RPG,286.0,513.0,0.05,11.39,0.8917562724014337,6.0,2015.0,0.85425,2015,6,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0
2317,5735,372000,Tree of Savior (English Ver.),1.0,"IMCGAMES Co.,Ltd.",windows,Free to Play;Massively Multiplayer;RPG,2119.0,760.0,2.0,0.0,0.6125492772667542,3.0,2016.0,0.0,2016,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2320,5746,372360,Tales of Symphonia,1.0,BANDAI NAMCO Entertainment,windows,RPG,223.0,235.0,0.2,14.99,0.8142309331060928,2.0,2016.0,5.2465,2016,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2322,5750,372490,GROOVY,1.0,SGS Team,windows,Action;Adventure;Indie;Racing;Sports;Strategy,197.0,197.0,0.02,2.79,0.6115702479338843,5.0,2016.0,0.09765,2016,5,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0
2324,5758,372750,Girl Amazon Survival,1.0,Kobra Studio,windows,Action;Adventure;Indie;Simulation;Early Access,449.0,460.0,0.05,1.99,0.39572192513368987,8.0,2016.0,0.14925,2016,8,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0
2326,5761,372800,RPG MO,1.0,Marxnet,windows,Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Early Access,235.0,352.0,0.5,0.0,0.7829845313921747,8.0,2015.0,0.0,2015,8,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0
2327,5762,372820,Shot In The Dark,1.0,Technomancy Studios,windows,Action;Free to Play;Indie;Early Access,0.0,0.0,0.05,0.0,0.4938271604938271,6.0,2015.0,0.0,2015,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2331,5775,373330,All Is Dust,1.0,Mannequin Games LLC,windows,Adventure;Free to Play,484.0,484.0,0.2,0.0,0.4325889164598842,6.0,2015.0,0.0,2015,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2332,5777,373390,Contradiction - Spot The Liar!,1.0,Baggy Cat,windows,Adventure;RPG;Strategy,0.0,0.0,0.02,6.99,0.9642228739002932,7.0,2015.0,0.24465,2015,7,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2333,5778,373420,Divinity: Original Sin - Enhanced Edition,1.0,Larian Studios,windows,Adventure;Indie;RPG;Strategy,1559.0,1190.0,1.0,29.99,0.8982375868496865,10.0,2015.0,44.985,2015,10,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
2335,5782,373480,1993 Space Machine,1.0,Modesty,windows,Action;Indie,0.0,0.0,0.05,9.29,0.6178343949044586,3.0,2016.0,0.6967499999999999,2016,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2337,5791,373730,Way of Gold and Steel,1.0,Sergey Bobrov,windows,Indie;Strategy,0.0,0.0,0.02,6.19,0.6481481481481481,8.0,2015.0,0.21665,2015,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2340,5803,373990,Metrico+,1.0,Digital Dreams,windows,Adventure;Indie,0.0,0.0,0.05,10.59,0.7142857142857143,8.0,2016.0,0.79425,2016,8,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2341,5805,374030,Virginia,1.0,505 Games,windows,Adventure;Casual;Indie,219.0,219.0,0.1,6.99,0.6639105058365758,9.0,2016.0,1.0485,2016,9,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
2342,5806,374040,Portal Knights,1.0,505 Games,windows,Action;Adventure;RPG,1241.0,1247.0,0.5,14.99,0.8106672651107122,5.0,2017.0,11.2425,2017,5,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
2344,5808,374060,Stairs,1.0,Digital Tribe,windows,Action;Adventure;Indie,0.0,0.0,0.02,10.29,0.7452830188679245,9.0,2015.0,0.3601499999999999,2015,9,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2350,5814,374280,Hired Ops,1.0,Absolut Soft LLC,windows,Action;Early Access,2713.0,2713.0,0.1,6.99,0.5454132606721163,10.0,2016.0,1.0485,2016,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2351,5815,374320,DARK SOULS™ III,1.0,"FromSoftware, Inc.;BANDAI NAMCO Entertainment",windows,Action,4222.0,1776.0,2.0,39.99,0.9098174240021746,4.0,2016.0,139.965,2016,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2354,5828,374900,Agatha Christie - The ABC Murders,1.0,Microids,windows,Adventure,163.0,188.0,0.1,10.99,0.7897252090800478,2.0,2016.0,1.6485,2016,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2356,5834,375010,Energy Balance,1.0,Sometimes You,windows,Casual;Indie,253.0,282.0,0.2,1.99,0.7124463519313304,7.0,2015.0,0.6965,2015,7,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2361,5846,375220,Bitweb,1.0,practicing01,windows,Casual;Free to Play,1.0,1.0,0.05,0.0,0.3382352941176471,6.0,2015.0,0.0,2015,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2362,5847,375230,"Warhammer 40,000: Eternal Crusade",1.0,Behaviour Interactive Inc.,windows,Violent;Action;Adventure;Free to Play;Massively Multiplayer,495.0,43.0,0.5,0.0,0.4936019602504764,3.0,2017.0,0.0,2017,3,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
2368,5864,375580,Three Days,1.0,Lewis Bergin,windows,Adventure;Casual;Indie;RPG;Simulation;Strategy,0.0,0.0,0.02,3.99,0.7192982456140351,5.0,2017.0,0.13965,2017,5,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0
2369,5866,375620,CortexGear: AngryDroids,1.0,JH12world,windows,Action;Adventure;Indie;Strategy,266.0,302.0,0.1,4.79,0.22115384615384612,9.0,2015.0,0.7185,2015,9,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
2370,5868,375750,Invisigun Heroes,1.0,Sombr Studio,windows,Action;Casual;Free to Play;Indie;Strategy,0.0,0.0,0.02,11.39,0.9291044776119404,2.0,2017.0,0.39865,2017,2,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2372,5874,375850,Island Defense,1.0,Stereo7 Games,windows,Action;Casual;Indie;Strategy,276.0,271.0,0.1,1.59,0.5217391304347826,7.0,2015.0,0.2385,2015,7,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
2373,5877,375910,Anno 2205™,1.0,Ubisoft,windows,Simulation;Strategy,1930.0,3613.0,0.2,33.99,0.632309509746013,11.0,2015.0,11.8965,2015,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2377,5886,376210,The Isle,1.0,Afterthought LLC,windows,Action;Adventure;Indie;Massively Multiplayer;Simulation;Early Access,1824.0,2609.0,0.2,14.99,0.6882626380011622,12.0,2015.0,5.2465,2015,12,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0
2379,5890,376310,Otherland MMO,1.0,Game OL GmbH,windows,Indie;Massively Multiplayer;RPG,0.0,0.0,0.02,0.0,0.3532608695652174,9.0,2016.0,0.0,2016,9,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2384,5900,376750,World War II GI,1.0,Retroism;Nightdive Studios,windows,Action,0.0,0.0,0.02,4.99,0.5405405405405406,11.0,2015.0,0.17465,2015,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2385,5901,376760,Big Thinkers Kindergarten,1.0,Humongous Entertainment;Nightdive Studios,windows,Casual,55.0,55.0,0.02,4.99,0.7666666666666667,8.0,2015.0,0.17465,2015,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2386,5902,376770,Big Thinkers 1st Grade,1.0,Humongous Entertainment;Nightdive Studios,windows,Casual,0.0,0.0,0.02,4.99,0.92,8.0,2015.0,0.17465,2015,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2393,5914,377160,Fallout 4,1.0,Bethesda Softworks,windows,RPG,4822.0,2904.0,5.0,19.99,0.7086605073417527,11.0,2015.0,149.925,2015,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2394,5918,377260,Unearned Bounty,1.0,Extrokold Games,windows,Action;Free to Play;Indie,9.0,9.0,0.1,0.0,0.6621621621621622,8.0,2018.0,0.0,2018,8,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2395,5921,377310,The Tower Of Elements,1.0,Back To Basics Gaming,windows,Action;Indie,275.0,260.0,0.2,0.79,0.5665529010238908,8.0,2015.0,0.2765,2015,8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2396,5923,377330,Close Your Eyes [Old Version],1.0,Yai Gameworks,windows,Sexual Content;Violent;Gore;Adventure;Free to Play;Indie,9.0,17.0,0.1,0.0,0.8835227272727273,8.0,2015.0,0.0,2015,8,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2397,5924,377360,Western Press,1.0,Fellow Traveller,windows,Action;Indie,222.0,222.0,0.05,3.99,0.6542553191489362,4.0,2016.0,0.29925,2016,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
2398,5928,377470,ENKI,1.0,Storm in a Teacup,windows,Adventure;Indie,0.0,0.0,0.02,3.99,0.6357142857142857,7.0,2015.0,0.13965,2015,7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2399,5932,377530,侠客风云传(Tale of Wuxia),1.0,FHYX（凤凰游戏）,windows,Adventure;Casual;RPG;Simulation;Strategy,4048.0,4048.0,0.05,12.99,0.7949790794979079,4.0,2016.0,0.97425,2016,4,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
2400,5943,377840,FINAL FANTASY IX,1.0,Square Enix,windows,RPG,1911.0,3665.0,0.2,15.99,0.9226190476190476,4.0,2016.0,5.5965,2016,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2401,5944,377860,Mushihimesama,1.0,Degica,windows,Action,82.0,82.0,0.02,14.99,0.9753086419753086,11.0,2015.0,0.52465,2015,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2402,5951,377980,Mortos,1.0,JustPlayNow,windows,Nudity;Violent;Gore;Action;Casual;Indie,525.0,525.0,0.02,0.79,0.5142857142857142,11.0,2016.0,0.02765,2016,11,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2405,5957,378110,Hack RUN,1.0,i273 LLC,windows,Adventure;Simulation;Strategy,0.0,0.0,0.02,2.09,0.8271604938271605,6.0,2015.0,0.07315,2015,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2408,5964,378370,Nomad,1.0,Diminished Studios,windows,Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Early Access,82.0,159.0,0.2,0.0,0.5890560875512996,6.0,2015.0,0.0,2015,6,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0
2410,5968,378480,Badland Bandits,1.0,Wild Wolf Std,windows,Action;Massively Multiplayer;Racing;RPG;Simulation;Early Access,0.0,0.0,0.05,0.0,0.4366197183098591,7.0,2015.0,0.0,2015,7,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0
2412,5971,378540,The Surge,1.0,Focus Home Interactive,windows,Action;RPG,422.0,422.0,0.2,24.99,0.7431340872374798,5.0,2017.0,8.7465,2017,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2414,5974,378610,Valley,1.0,Blue Isle Studios,windows,Action;Adventure;Indie,47.0,47.0,0.2,14.99,0.9129156299479756,8.0,2016.0,5.2465,2016,8,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2417,5978,378720,Thea: The Awakening,1.0,MuHa Games,windows,Indie;RPG;Strategy,301.0,301.0,0.1,14.99,0.9056131569538792,11.0,2015.0,2.2485,2015,11,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2421,5986,378860,Project CARS 2,1.0,BANDAI NAMCO Entertainment,windows,Racing,121.0,169.0,0.2,44.99,0.7057436415698164,9.0,2017.0,15.7465,2017,9,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
2423,5988,379210,Wayward,1.0,Unlok,windows,Adventure;Indie;RPG;Simulation;Early Access,487.0,487.0,0.02,5.59,0.8441558441558441,4.0,2016.0,0.19565,2016,4,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0
2425,5996,379430,Kingdom Come: Deliverance,1.0,Warhorse Studios;Deep Silver,windows,Action;Adventure;RPG,2106.0,2282.0,1.0,29.99,0.7633673184002441,2.0,2018.0,44.985,2018,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
2428,6002,379720,DOOM,1.0,Bethesda Softworks,windows,Action,751.0,560.0,2.0,14.99,0.9300331107854312,5.0,2016.0,52.465,2016,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2429,6006,379980,Panzermadels: Tank Dating Simulator,1.0,DEVGRU-P,windows,Adventure;Casual;Indie;RPG;Simulation,256.0,318.0,0.02,6.99,0.9153481012658228,3.0,2016.0,0.24465,2016,3,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0
2431,6013,380150,STASIS,1.0,THE BROTHERHOOD;Daedalic Entertainment,windows,Adventure,0.0,0.0,0.05,7.99,0.8148804251550045,8.0,2015.0,0.59925,2015,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2433,6015,380220,Hover Junkers,1.0,Stress Level Zero,windows,Action;Adventure;Indie,0.0,0.0,0.02,15.49,0.6589743589743591,4.0,2016.0,0.54215,2016,4,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
2435,6020,380580,SpaceCorn,1.0,Gentlemen in Tuxedos,windows,Action;Adventure;Indie,169.0,173.0,0.05,0.79,0.6148148148148148,6.0,2015.0,0.05925,2015,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2436,6021,380600,Fishing Planet,1.0,Fishing Planet LLC,windows,Free to Play;Massively Multiplayer;Simulation;Sports,196.0,61.0,2.0,0.0,0.7606899029823931,8.0,2017.0,0.0,2017,8,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0
2437,6023,380670,Final Approach,1.0,Phaser Lock Interactive,windows,Action;Casual;Indie;Simulation;Strategy,0.0,0.0,0.02,10.99,0.949404761904762,4.0,2016.0,0.38465,2016,4,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0
2439,6026,380750,Anima Gate of Memories,1.0,BadLand Publishing,windows,Action;Adventure;RPG,0.0,0.0,0.02,14.99,0.6912065439672802,6.0,2016.0,0.52465,2016,6,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
2440,6027,380790,Demon Horde Master,1.0,NedoStudio,windows,Casual;Indie;Massively Multiplayer;Strategy,373.0,373.0,0.02,0.79,0.38461538461538464,7.0,2015.0,0.02765,2015,7,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
2442,6036,381020,Sky Rogue,1.0,Fractal Phase,windows,Action;Indie;Simulation,799.0,799.0,0.02,14.99,0.9233082706766916,8.0,2017.0,0.52465,2017,8,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
2443,6039,381120,Shoppe Keep,1.0,Excalibur Games,windows,Adventure;Indie;RPG;Simulation,322.0,541.0,0.2,3.99,0.6158859470468432,5.0,2016.0,1.3965,2016,5,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
2445,6042,381170,Lost in Paradise,1.0,Elev8 Games,windows,Action;Adventure;Indie,167.0,167.0,0.02,1.99,0.546875,8.0,2015.0,0.06965,2015,8,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2446,6044,381210,Dead by Daylight,1.0,Behaviour Digital Inc.,windows,Action,5904.0,585.0,5.0,14.99,0.7577622693935575,6.0,2016.0,112.425,2016,6,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2452,6055,381640,Allods Online RU,0.0,Mail.Ru,windows,Free to Play;Massively Multiplayer;RPG,9.0,9.0,0.1,0.0,0.5949367088607594,1.0,2016.0,0.0,2016,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2453,6057,381780,80 Days,1.0,inkle Ltd,windows,Adventure;Indie;Strategy,113.0,113.0,0.1,10.29,0.91,9.0,2015.0,1.5434999999999999,2015,9,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2456,6065,381940,Trials on Tatooine,1.0,ILMxLAB,windows,Action,169.0,169.0,0.2,0.0,0.8069727891156463,7.0,2016.0,0.0,2016,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2457,6066,382000,Mindshow,1.0,"Mindshow, Inc.",windows,Casual;Free to Play;Simulation;Animation & Modeling;Early Access,0.0,0.0,0.05,0.0,0.9597701149425288,8.0,2017.0,0.0,2017,8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2458,6067,382050,Eon Altar,1.0,Flying Helmet Games,windows,Action;Adventure;Indie;RPG,352.0,352.0,0.1,3.99,0.8842443729903537,6.0,2016.0,0.5985,2016,6,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
2460,6070,382090,Dungeon Nightmares II : The Memory,1.0,K Monkey,windows,Action;Adventure;Indie,0.0,0.0,0.02,5.99,0.8095238095238095,9.0,2015.0,0.20965,2015,9,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2463,6074,382140,SKYHILL,1.0,Daedalic Entertainment,windows,Adventure;Indie;Simulation,139.0,209.0,0.1,11.99,0.7291970802919708,10.0,2015.0,1.7985,2015,10,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2466,6080,382300,Kidnapped,1.0,Deceptive Games,windows,Action;Adventure;Indie,235.0,361.0,0.1,1.99,0.566147859922179,8.0,2015.0,0.2985,2015,8,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2467,6081,382310,Eco,1.0,Strange Loop Games,windows,Indie;Simulation;Early Access,2197.0,2582.0,0.1,23.79,0.7458233890214797,2.0,2018.0,3.5685,2018,2,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
2471,6087,382420,E.T. Armies,1.0,Merge Games,windows,Action,0.0,0.0,0.02,10.99,0.4878048780487805,3.0,2016.0,0.38465,2016,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2472,6089,382490,Relic Hunters Zero,1.0,Rogue Snail,windows,Action;Free to Play;Indie,147.0,141.0,0.5,0.0,0.941981209823636,8.0,2015.0,0.0,2015,8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2476,6099,383120,Empyrion - Galactic Survival,1.0,Eleon Game Studios,windows,Adventure;Indie;Simulation;Strategy;Early Access,495.0,739.0,0.5,14.99,0.7993207110854169,8.0,2015.0,11.2425,2015,8,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
2477,6100,383150,Dead Island Definitive Edition,1.0,Deep Silver,windows,Action,1725.0,533.0,0.2,11.99,0.7128652597402597,5.0,2016.0,4.1965,2016,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2478,6101,383180,Dead Island: Riptide Definitive Edition,1.0,Deep Silver,windows,Action,184.0,184.0,0.2,11.99,0.6627417998317914,5.0,2016.0,4.1965,2016,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2479,6103,383230,Dungeon Souls,1.0,Black Shell Media,windows,Action;Adventure;Indie;RPG,184.0,184.0,0.1,10.29,0.7432008368200836,12.0,2016.0,1.5434999999999999,2016,12,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
2481,6105,383270,Hue,1.0,Curve Digital,windows,Adventure;Indie,20.0,20.0,0.1,11.99,0.9388535031847134,8.0,2016.0,1.7985,2016,8,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2487,6131,383980,Rivals of Aether,1.0,Dan Fornace,windows,Indie,245.0,252.0,0.5,10.99,0.8752727272727273,3.0,2017.0,8.2425,2017,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
2488,6132,384000,Cross of the Dutchman,1.0,Triangle Studios,windows,Action;Adventure;Indie,62.0,62.0,0.02,5.99,0.7443365695792881,9.0,2015.0,0.20965,2015,9,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
2490,6134,384030,Florensia,1.0,GAMESinFLAMES,windows,Adventure;Free to Play;Massively Multiplayer;RPG,550.0,1090.0,0.1,0.0,0.5972222222222222,11.0,2016.0,0.0,2016,11,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
2493,6141,384180,Prominence Poker,1.0,505 Games,windows,Free to Play;Massively Multiplayer;Simulation;Strategy,64.0,111.0,0.2,0.0,0.7895247332686712,12.0,2016.0,0.0,2016,12,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
2494,6142,384190,ABZU,1.0,505 Games,windows,Action;Adventure;Casual;Indie;Simulation,116.0,83.0,0.5,14.99,0.9268986778917412,8.0,2016.0,11.2425,2016,8,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
2497,6146,384250,Super Rude Bear Resurrection,1.0,Alex Rose Games,windows,Action;Indie,8.0,8.0,0.05,11.99,0.6095890410958904,5.0,2017.0,0.89925,2017,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2500,6152,384360,Fingered,1.0,Edmund McMillen;James Id,windows,Casual;Indie,0.0,0.0,0.05,1.59,0.7579092159559835,8.0,2015.0,0.11925,2015,8,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2501,6153,384480,Six Sides of the World,1.0,Cybernetik Design,windows,Action;Adventure;Casual;Indie,223.0,223.0,0.02,3.99,0.8974358974358975,1.0,2016.0,0.13965,2016,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
2502,6154,384490,NECROPOLIS: BRUTAL EDITION,1.0,Paradox Interactive;Bandai Namco,windows,Action;Adventure;Indie,27.0,27.0,0.2,22.99,0.659674882013634,7.0,2016.0,8.046499999999998,2016,7,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
2503,6159,384630,Aviary Attorney,1.0,Sketchy Logic,windows,Adventure;Indie,242.0,242.0,0.05,10.99,0.9495026778882938,12.0,2015.0,0.82425,2015,12,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2505,6164,384740,CAT Interstellar,1.0,Ionized Games,windows,Adventure;Indie,261.0,267.0,0.1,3.99,0.6965428937259923,10.0,2017.0,0.5985,2017,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2509,6173,384960,Vengeance,1.0,314 Arts,windows,Action;Indie;Strategy;Early Access,429.0,451.0,0.05,7.19,0.8356164383561644,4.0,2016.0,0.53925,2016,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
2514,6187,385250,Paint it Back,1.0,Casual Labs,windows,Casual,0.0,0.0,0.05,5.59,0.9863387978142076,10.0,2015.0,0.41925,2015,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
