,Unnamed: 0,steam_appid,name,english,publisher,platforms,genres,average_playtime,median_playtime,owners,price,grade,month,year,economic_success,release_year,release_month,local_multi_player,mmo,multi_player,online_co_op,online_multi_player,single_player,action,adventure,casual,indie,massively_multiplayer,rpg,racing,simulation,sports,strategyviolent
5354,12025,555920,Dark Egypt,1.0,Infernal Dream,windows,Gore;Action;Adventure;Indie,241.0,254.0,0.1,3.99,0.3428571428571429,2.0,2017.0,0.5985,2017,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5355,12027,555940,Fairyland: Fairy Power,1.0,Naarassusi Publisher,windows,Casual;Indie;Strategy,245.0,246.0,0.1,3.99,0.7525773195876289,11.0,2016.0,0.5985,2016,11,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5359,12032,556010,Neon Arena,1.0,Axyos Games,windows,Action;Casual;Indie,334.0,334.0,0.02,3.19,0.6716417910447762,2.0,2017.0,0.11165,2017,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
5363,12037,556120,Reptilians Must Die!,1.0,AYE Technology,windows,Action;Adventure;Indie;RPG;Strategy;Early Access,391.0,246.0,0.1,1.59,0.7071823204419889,1.0,2017.0,0.2385,2017,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
5368,12046,556280,Neon Prism,1.0,Just1337 Publisher,windows,Action;Casual;Indie,748.0,1374.0,0.05,4.99,0.7155963302752294,11.0,2016.0,0.37425,2016,11,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
5381,12067,556870,Charlie's Adventure,1.0,Just1337 Publisher,windows,Action;Adventure;Casual;Indie,2138.0,4085.0,0.05,4.99,0.6386138613861386,11.0,2016.0,0.37425,2016,11,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
5385,12073,557040,99Vidas,1.0,QUByte Interactive,windows,Action;Indie,0.0,0.0,0.02,9.99,0.8753894080996885,12.0,2016.0,0.34965,2016,12,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
5388,12076,557260,iREC,1.0,Mamilos Club Studios,windows,Indie,0.0,0.0,0.05,0.0,0.4351851851851852,1.0,2017.0,0.0,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5392,12084,557580,Ancient Guardian,1.0,DNVR Prod,windows,Action;Adventure;Indie;Early Access,273.0,273.0,0.02,4.99,0.7542372881355932,12.0,2016.0,0.17465,2016,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5398,12095,557780,Atom Fishing II,1.0,R-Age,windows,Free to Play;Indie;Massively Multiplayer;Simulation,73.0,134.0,0.2,0.0,0.7192224622030238,11.0,2016.0,0.0,2016,11,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
5400,12101,557880,Say Goodbye,1.0,morojenoe's empire,windows,Violent;Adventure;Casual;Free to Play;Indie,15.0,15.0,0.02,0.0,0.5654761904761905,1.0,2017.0,0.0,2017,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
5405,12111,558100,Art of War: Red Tides,1.0,Game Science,windows,Violent;Free to Play;Indie;Strategy;Early Access,345.0,105.0,1.0,0.0,0.8060394889663183,12.0,2016.0,0.0,2016,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
5410,12122,558660,it's always monday,1.0,AlonZubina,windows,Adventure;Indie;Simulation,21.0,21.0,0.02,0.79,0.8282442748091603,11.0,2016.0,0.02765,2016,11,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
5414,12130,558810,Doomed Kingdoms,1.0,tumangames,windows,Action;Adventure;RPG,222.0,224.0,0.1,2.79,0.5185185185185185,12.0,2016.0,0.4185,2016,12,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
5416,12133,558990,Opus Magnum,1.0,Zachtronics,windows,Indie;Simulation,1096.0,1054.0,0.1,15.49,0.9792182088075212,12.0,2017.0,2.3235,2017,12,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5419,12137,559100,Phantom Doctrine,1.0,Good Shepherd Entertainment,windows,Action;RPG;Strategy,2016.0,2016.0,0.05,30.99,0.7390783961699581,8.0,2018.0,2.32425,2018,8,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
5428,12149,559340,Sunset Rangers,1.0,www.fishermangamedev.com,windows,Action;Indie;RPG,0.0,0.0,0.02,7.19,0.5061728395061729,3.0,2018.0,0.25165,2018,3,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
5431,12156,559650,Witch It,1.0,Daedalic Entertainment,windows,Action;Casual;Indie;Early Access,175.0,210.0,0.1,10.99,0.9030489893799246,5.0,2017.0,1.6485,2017,5,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
5432,12157,559680,Vampire: The Masquerade - Redemption,1.0,Activision,windows,Violent;RPG,0.0,0.0,0.02,4.79,0.8461538461538461,4.0,2017.0,0.16765,2017,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5437,12170,560130,Pillars of Eternity II: Deadfire,1.0,Versus Evil;Obsidian Entertainment,windows,RPG,2234.0,2274.0,0.2,32.99,0.835059310864244,5.0,2018.0,11.5465,2018,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5443,12183,560380,MapleStory 2,1.0,Nexon America Inc.,windows,Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG;Simulation,1273.0,149.0,1.0,0.0,0.7461192514144784,10.0,2018.0,0.0,2018,10,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0
5445,12189,560640,The Cabin: VR Escape the Room,1.0,Blue Entropy Studios,windows,Action;Adventure;Casual;Indie;Strategy,0.0,0.0,0.02,3.99,0.6714285714285714,1.0,2017.0,0.13965,2017,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
5460,12220,561610,MotoGP™17,1.0,Milestone S.r.l.,windows,Racing;Simulation;Sports,0.0,0.0,0.02,29.99,0.6931034482758621,6.0,2017.0,1.04965,2017,6,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0
5464,12227,562010,Tanki Online,1.0,APL Publishing Ltd.,windows,Action;Free to Play;Massively Multiplayer,86.0,157.0,0.2,0.0,0.6144883485309017,3.0,2017.0,0.0,2017,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
5465,12231,562220,Zup! 2,1.0,Quiet River,windows,Casual;Indie,237.0,288.0,0.1,0.79,0.9530791788856304,12.0,2016.0,0.1185,2016,12,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5466,12232,562230,Space Tyrant,1.0,Blue Wizard Digital,windows,Indie;Strategy,722.0,722.0,0.02,14.99,0.8831521739130435,2.0,2018.0,0.52465,2018,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5467,12233,562240,The Spirit Underneath,1.0,Displacement Studios,windows,Violent;Adventure;Indie,216.0,214.0,0.2,0.79,0.3181818181818182,1.0,2017.0,0.2765,2017,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5471,12242,562360,"Planes, Bullets and Vodka",1.0,NukGames,windows,Action;Casual;Indie,305.0,324.0,0.2,0.79,0.8804347826086957,12.0,2016.0,0.2765,2016,12,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
5475,12251,562500,Warstone TD,1.0,Battlecruiser Games,windows,Indie;Strategy,0.0,0.0,0.02,10.99,0.8935119887165022,5.0,2018.0,0.38465,2018,5,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
5476,12252,562520,Attempt[42],1.0,ThinkOfGames,windows,Action;Casual;Indie,244.0,257.0,0.05,1.99,0.4871794871794872,12.0,2016.0,0.14925,2016,12,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
5477,12255,562600,Our Wonderful World,1.0,White Rabbit Games,windows,Casual;Indie,285.0,301.0,0.02,0.79,0.5555555555555556,11.0,2016.0,0.02765,2016,11,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5479,12260,562690,Immersion,1.0,Bullid Games,windows,Action;Adventure;Casual;Indie,0.0,0.0,0.05,6.99,0.25,11.0,2016.0,0.52425,2016,11,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
5481,12266,562810,MONOPOLY® PLUS,1.0,Ubisoft,windows,Casual,303.0,427.0,0.1,12.49,0.4234161988773055,9.0,2017.0,1.8735,2017,9,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
5482,12268,562860,Ion Maiden,1.0,3D Realms,windows,Action;Indie;Early Access,0.0,0.0,0.02,15.49,0.9717457114026236,2.0,2018.0,0.54215,2018,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5484,12271,563150,interLOGIC,1.0,phime studio LLC,windows,Casual;Indie,277.0,282.0,0.02,1.59,0.7894736842105263,2.0,2017.0,0.05565,2017,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5494,12290,563470,Reaping Rewards,1.0,Limitless Ltd,windows,Adventure,0.0,0.0,0.02,0.0,0.6181818181818182,6.0,2017.0,0.0,2017,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5498,12295,563560,Alien Swarm: Reactive Drop,1.0,Reactive Drop Team,windows,Action;Free to Play,117.0,99.0,2.0,0.0,0.9353849926434528,4.0,2017.0,0.0,2017,4,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
5503,12307,564050,Bud Spencer & Terence Hill - Slaps And Beans,1.0,Buddy Productions GmbH,windows,Action;Adventure;Indie,0.0,0.0,0.02,15.49,0.941018766756032,4.0,2018.0,0.54215,2018,4,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5507,12315,564210,Fishermurs,1.0,Droid Riot,windows,Action;Indie;Massively Multiplayer,273.0,273.0,0.02,0.79,0.8125,4.0,2017.0,0.02765,2017,4,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0
5513,12325,564530,Pharaoh + Cleopatra,1.0,Activision,windows,Simulation;Strategy,7.0,7.0,0.05,6.99,0.8417721518987342,12.0,2016.0,0.52425,2016,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5518,12335,564960,Return to Krondor,1.0,Activision,windows,RPG,0.0,0.0,0.02,4.79,0.44,12.0,2016.0,0.16765,2016,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5519,12338,565020,Global Adventures,1.0,SubaGames,windows,Action;Adventure;Free to Play;Massively Multiplayer;RPG,0.0,0.0,0.02,0.0,0.38461538461538464,12.0,2017.0,0.0,2017,12,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0
5520,12339,565030,Blueshift,1.0,Zulubo Productions,windows,Casual;Free to Play;Indie;Racing;Simulation;Early Access,10.0,10.0,0.05,0.0,0.8224852071005917,12.0,2016.0,0.0,2016,12,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
5531,12360,565860,Tomato Way,1.0,VladCastillo,windows,Action;Adventure;Indie;Racing,216.0,218.0,0.1,2.79,0.7471698113207547,12.0,2016.0,0.4185,2016,12,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0
5533,12364,566060,The Crypts of Anak Shaba - VR,1.0,Virtual Rage Studios LLC,windows,Action;Adventure;Casual;Indie;RPG;Simulation,148.0,204.0,0.05,0.79,0.3780487804878049,7.0,2017.0,0.05925,2017,7,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0
5534,12365,566090,The Bard's Tale IV: Barrows Deep,1.0,inXile Entertainment,windows,RPG,2834.0,2834.0,0.02,27.99,0.658008658008658,9.0,2018.0,0.97965,2018,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5537,12369,566160,Zup! 6,1.0,Quiet River,windows,Casual;Indie,166.0,166.0,0.05,0.79,0.9342806394316164,9.0,2017.0,0.05925,2017,9,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5539,12374,566220,Brain In My Head,1.0,Tatyana Murzina,windows,Action;Casual;Indie,435.0,461.0,0.2,0.79,0.4383561643835616,12.0,2016.0,0.2765,2016,12,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
5553,12397,566860,VR Dungeon Knight,1.0,Wolfdog Interactive,windows,Action;Adventure;RPG;Early Access,0.0,0.0,0.02,14.99,0.8717047451669596,4.0,2017.0,0.52465,2017,4,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
5561,12418,567170,Mystery Mine,1.0,LEVER Software;Enjoy Games,windows,Adventure;Indie;RPG,256.0,295.0,0.1,3.19,0.5145631067961165,5.0,2017.0,0.4785,2017,5,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
5564,12423,567250,Cat Goes Platform,1.0,!Lim studio,windows,Action;Casual;Indie,206.0,214.0,0.1,1.59,0.5222222222222223,3.0,2017.0,0.2385,2017,3,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
5567,12426,567280,Cube Runner,1.0,Just1337 Publisher,windows,Action;Casual;Indie,1449.0,2704.0,0.05,4.99,0.883495145631068,12.0,2016.0,0.37425,2016,12,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
5572,12434,567580,Duke of Alpha Centauri,1.0,Just1337 Publisher,windows,Action;Casual;Indie,139.0,167.0,0.05,4.99,0.7859531772575251,12.0,2016.0,0.37425,2016,12,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
5574,12437,567640,Danganronpa V3: Killing Harmony,1.0,"Spike Chunsoft Co., Ltd.",windows,Adventure,2832.0,3642.0,0.1,30.99,0.8501705589084231,9.0,2017.0,4.6485,2017,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5575,12439,567670,Serious Sam 3 VR: BFE,1.0,Devolver Digital;Croteam Publishing,windows,Action;Indie,0.0,0.0,0.02,30.99,0.8957528957528957,11.0,2017.0,1.08465,2017,11,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
5576,12440,567680,The Pasture,1.0,Sometimes You,windows,Nudity;Casual;Indie;Simulation,220.0,230.0,0.2,0.79,0.4864864864864865,1.0,2017.0,0.2765,2017,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
5580,12456,568200,Duo,1.0,Bruno Freitas,windows,Casual;Indie,0.0,0.0,0.02,1.59,0.9545454545454546,12.0,2016.0,0.05565,2016,12,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5589,12473,568570,Force of Nature,1.0,A.Y.std,windows,Action;Adventure;Indie;RPG;Simulation;Strategy,1454.0,1839.0,0.1,5.79,0.7258417140358548,12.0,2016.0,0.8685,2016,12,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0
5590,12480,568780,Multishop Tycoon Deluxe,1.0,Maulidan Games,windows,Indie;Simulation;Strategy,366.0,366.0,0.05,4.99,0.7083333333333334,3.0,2017.0,0.37425,2017,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5593,12484,568860,Psycho on the loose,1.0,WhackAKey Games,windows,Violent;Gore;Action;Casual;Strategy,0.0,0.0,0.02,1.69,0.6818181818181818,12.0,2016.0,0.05915,2016,12,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
5595,12487,568930,The Land of Pain,1.0,Alessandro Guzzo,windows,Adventure;Indie,0.0,0.0,0.05,6.99,0.7251908396946565,9.0,2017.0,0.52425,2017,9,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5603,12505,569480,Kingdoms and Castles,1.0,"Lion Shield, LLC",windows,Indie;Simulation;Strategy,466.0,523.0,0.5,6.99,0.8507801040138685,7.0,2017.0,5.2425,2017,7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5609,12515,569760,Last Answer,1.0,Riviysky,windows,Indie,245.0,271.0,0.1,3.99,0.408,1.0,2017.0,0.5985,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5610,12516,569770,StarShip Constructor,1.0,SSCTEAM,windows,Indie;Early Access,0.0,0.0,0.02,3.99,0.746268656716418,7.0,2017.0,0.13965,2017,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5611,12520,569860,Thimbleweed Park™,1.0,Terrible Toybox,windows,Adventure;Indie,778.0,965.0,0.1,14.99,0.9392771084337348,3.0,2017.0,2.2485,2017,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5618,12532,570460,Laser League,1.0,505 Games,windows,Indie;Sports,45.0,45.0,0.05,10.99,0.8378588052754073,5.0,2018.0,0.82425,2018,5,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0
5625,12543,570770,古剑奇谭二(GuJian2),0.0,北京网元圣唐娱乐科技有限公司,windows,RPG,607.0,880.0,0.05,11.99,0.7799174690508941,9.0,2017.0,0.89925,2017,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5626,12544,570780,古剑奇谭(GuJian),0.0,北京网元圣唐娱乐科技有限公司,windows,RPG,2938.0,2374.0,0.2,8.99,0.7452574525745257,9.0,2017.0,3.1465,2017,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5632,12552,570940,DARK SOULS™: REMASTERED,1.0,"FromSoftware, Inc;BANDAI NAMCO Entertainment",windows,Action,1160.0,1417.0,0.2,34.99,0.6835133643459749,5.0,2018.0,12.2465,2018,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
5637,12560,571260,THE KING OF FIGHTERS XIV STEAM EDITION,1.0,SNK CORPORATION,windows,Action,381.0,429.0,0.1,44.99,0.8074894514767933,6.0,2017.0,6.7485,2017,6,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
5638,12561,571310,SteamWorld Dig 2,1.0,Image & Form Games,windows,Action;Adventure;Indie,1726.0,1726.0,0.05,14.99,0.9632843791722296,9.0,2017.0,1.12425,2017,9,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5642,12568,571530,Superdimension Neptune VS Sega Hard Girls | 超次元大戦ネプテューヌVSセガハードガールズ夢の合体スペシャル  | 超次元大戰戰機少女VS SEGA主機娘夢幻合體特別版,1.0,Idea Factory International,windows,Action;RPG,0.0,0.0,0.02,22.99,0.9447761194029852,6.0,2017.0,0.80465,2017,6,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
5646,12574,571740,Golf It!,1.0,Perfuse Entertainment,windows,Casual;Indie;Simulation;Sports;Early Access,815.0,731.0,0.2,5.99,0.8122634367903103,2.0,2017.0,2.0965,2017,2,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0
5648,12578,571910,Nightmare,1.0,JACK TWIN,windows,Action;Adventure;Indie,183.0,183.0,0.05,3.19,0.425531914893617,12.0,2016.0,0.23925,2016,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5649,12579,572000,President Erect VR,1.0,Lines Media Corp.,windows,Sexual Content;Casual;Free to Play;Indie,0.0,0.0,0.02,0.0,0.7466666666666667,12.0,2016.0,0.0,2016,12,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5655,12593,572410,Steel Division: Normandy 44,1.0,Paradox Interactive,windows,Action;Simulation;Strategy,1545.0,2209.0,0.2,34.99,0.7178345441762363,5.0,2017.0,12.2465,2017,5,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
5656,12594,572430,Party Hard 2,1.0,tinyBuild,windows,Action;Adventure;Indie;Simulation;Strategy,0.0,0.0,0.02,15.49,0.8416,10.0,2018.0,0.54215,2018,10,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
5659,12602,572660,Nick,1.0,Firstborn Games,windows,Action;Free to Play;Indie;Strategy,0.0,0.0,0.05,0.0,0.7843137254901961,12.0,2017.0,0.0,2017,12,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5663,12616,573090,Stormworks: Build and Rescue,1.0,Green Man Gaming Publishing,windows,Simulation;Early Access,0.0,0.0,0.05,15.49,0.8963007883565798,2.0,2018.0,1.16175,2018,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
5665,12620,573130,Aporia: Beyond The Valley,1.0,Green Man Gaming Publishing,windows,Adventure;Indie,0.0,0.0,0.02,13.49,0.8463768115942029,7.0,2017.0,0.47215,2017,7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5679,12650,573770,RED,1.0, Ｌｅｍｏｎ　Ｂａｌｍ,windows,Action;Adventure;Free to Play;RPG,33.0,33.0,0.02,0.0,0.950413223140496,1.0,2017.0,0.0,2017,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
5684,12657,574050,DRAGON QUEST HEROES™ II,1.0,Square Enix,windows,Action;RPG,0.0,0.0,0.02,39.99,0.7019400352733686,4.0,2017.0,1.39965,2017,4,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
5685,12658,574070,Space Wars: Interstellar Empires,1.0,ToHeroes Game Studios LLC,windows,Free to Play;Massively Multiplayer;Strategy;Early Access,0.0,0.0,0.05,0.0,0.655367231638418,12.0,2017.0,0.0,2017,12,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
5687,12660,574090,MOTHERGUNSHIP,1.0,Grip Digital,windows,Action;Indie,225.0,225.0,0.02,19.99,0.7991360691144709,7.0,2018.0,0.69965,2018,7,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
5694,12677,574560,"Dude, Stop",1.0,Team HalfBeard,windows,Adventure;Casual;Indie,214.0,214.0,0.02,11.99,0.7664835164835165,6.0,2018.0,0.41965,2018,6,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
5695,12678,574580,To The Capital,1.0,Kormishenkov Anton,windows,RPG,327.0,358.0,0.1,1.59,0.6875,12.0,2016.0,0.2385,2016,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5697,12682,574740,Fausts Alptraum,1.0,LaboRatStudio,windows,Adventure;Free to Play;Indie,0.0,0.0,0.05,0.0,0.91875,4.0,2017.0,0.0,2017,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5698,12685,574810,Fight or Die,1.0,Vyacheslav Shilikhin,windows,Action;Adventure;Indie;RPG,229.0,235.0,0.05,3.19,0.4761904761904762,1.0,2017.0,0.23925,2017,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
5700,12693,574980,Them's Fightin' Herds,1.0,Humble Bundle,windows,Action;Indie;Early Access,138.0,193.0,0.02,11.39,0.9114155251141552,2.0,2018.0,0.39865,2018,2,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
5709,12712,575460,My Super Tower 2,1.0,Rock Path Collective,windows,Adventure;Indie;Strategy,0.0,0.0,0.05,0.79,0.59375,1.0,2017.0,0.05925,2017,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5710,12714,575490,Let's Draw,1.0,Indie Game Group,windows,Casual;Indie,173.0,210.0,0.2,1.59,0.5111464968152867,12.0,2016.0,0.5565,2016,12,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5711,12715,575510,Sakura Agent,1.0,Winged Cloud,windows,Nudity;Adventure;Casual;Indie,270.0,270.0,0.05,6.99,0.7304582210242587,1.0,2017.0,0.52425,2017,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
5713,12718,575570,ICED,1.0,Anea_Duo_Dev,windows,Action;Adventure;Indie;Simulation,332.0,332.0,0.02,6.99,0.7299270072992701,5.0,2017.0,0.24465,2017,5,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
5717,12722,575630,Permute,1.0,Cleverweek,windows,Casual;Indie,220.0,221.0,0.02,1.59,0.55,3.0,2017.0,0.05565,2017,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5718,12723,575640,Zup! 3,1.0,Quiet River,windows,Casual;Indie,246.0,315.0,0.1,0.79,0.8765401056072416,1.0,2017.0,0.1185,2017,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5719,12726,575680,Square n Fair,1.0,ThinkOfGames,windows,Casual;Indie,200.0,226.0,0.02,1.99,0.8333333333333334,1.0,2017.0,0.06965,2017,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5720,12728,575700,Fruit Arranger,1.0,Mihai Morosanu,windows,Casual;Indie,196.0,196.0,0.1,0.79,0.5698324022346368,1.0,2017.0,0.1185,2017,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5722,12731,575740,Omega One,1.0,StarSystemStudios™,windows,Action;Indie,341.0,419.0,0.02,6.19,0.7234042553191491,2.0,2017.0,0.21665,2017,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5724,12739,575830,rooMaze,1.0,Sometimes You,windows,Action;Adventure;Indie;RPG,283.0,283.0,0.1,0.79,0.6307692307692307,3.0,2017.0,0.1185,2017,3,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
5725,12743,575870,Call to 10,1.0,Peace,windows,Action;Indie,202.0,213.0,0.05,1.59,0.3050847457627119,1.0,2017.0,0.11925,2017,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5731,12754,576010,SQR🔲,1.0,SlyGames,windows,Casual;Indie,669.0,786.0,0.05,0.78,0.5333333333333333,1.0,2017.0,0.0585,2017,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5734,12757,576050,Other Worlds India,1.0,SharF Co.,windows,Action;Adventure;Casual;Indie,265.0,265.0,0.05,0.79,0.5272727272727272,1.0,2017.0,0.05925,2017,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
5740,12768,576310,Oracle,1.0,Watercolor Games,windows,Adventure;Casual;Indie;Simulation,110.0,110.0,0.05,0.79,0.5217391304347826,2.0,2017.0,0.05925,2017,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
5742,12772,576390,365 Days,1.0,Mugle Studio,windows,Action;Adventure;Indie;RPG;Simulation,696.0,696.0,0.02,6.99,0.3703703703703704,2.0,2019.0,0.24465,2019,2,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0
5745,12779,576540,Brother Wings,1.0,Brogames,windows,Action;Casual;Indie,196.0,202.0,0.05,0.79,0.639344262295082,1.0,2017.0,0.05925,2017,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
5747,12784,576660,Snake Party,1.0,Displacement Studios,windows,Indie;Racing,226.0,227.0,0.05,0.79,0.3703703703703704,2.0,2017.0,0.05925,2017,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5751,12789,576740,FootRock 2,1.0,nobodyshot,windows,Action;Indie;Sports,222.0,222.0,0.02,0.79,0.8163265306122449,6.0,2017.0,0.02765,2017,6,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5752,12790,576750,Ropes And Dragons VR,1.0,diman production,windows,Action;Adventure;Indie,213.0,216.0,0.05,0.79,0.8125,4.0,2017.0,0.05925,2017,4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5754,12796,576860,Summer Nightmare,1.0,Elkibe Games,windows,Gore;Adventure;Casual;Free to Play;Indie,0.0,0.0,0.05,0.0,0.5186170212765957,12.0,2017.0,0.0,2017,12,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
5755,12797,576880,Blackwater Bayou VR,1.0,Virtual Rage Studios LLC,windows,Action;Adventure;Casual;Indie;RPG;Simulation,174.0,230.0,0.02,0.79,0.33613445378151263,1.0,2017.0,0.02765,2017,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0
5756,12798,576940,Hunt For Gods,1.0,StarworkGC,windows,Action;Free to Play;Strategy;Early Access,0.0,0.0,0.05,0.0,0.6629213483146067,11.0,2017.0,0.0,2017,11,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
